序号,土壤温度,土壤湿度,PH值,空气温度,空气湿度,光照强度,二氧化碳,氮,麟,钾
3556,7.7,21.3,6.7,4.5,99.9,0,467,8,23,27
3557,,,,4.2,99.9,0,469,8,23,27
3558,,,,3.7,99.6,0,506,8,23,27
3559,7.3,21.5,6.7,3.2,99.5,0,470,9,23,27
3560,7.0,21.5,6.7,2.7,99.2,0,500,9,23,27
3561,6.9,21.2,6.6,2.5,99.3,0,466,9,23,27
3562,6.8,21.3,6.7,2.4,99.5,0,516,9,23,27
3563,6.6,21.4,6.6,2.6,99.8,64,459,9,23,27
3564,6.7,21.3,6.7,3.0,99.9,193,456,9,23,27
3565,6.7,21.3,6.7,4.4,99.9,516,474,9,23,27
3566,6.9,21.5,6.6,6.1,99.9,709,515,9,23,27
3567,7.0,21.8,6.7,7.8,99.9,838,503,9,23,27
3568,,,,9.1,99.7,838,444,9,23,27
3569,8.0,21.8,6.7,10.2,97.1,1032,446,8,24,28
3570,8.5,22.0,6.6,11.5,97.1,1096,445,8,24,28
3571,9.2,22.0,6.7,12.5,95.6,1096,434,8,24,28
3572,9.8,22.1,6.6,13.0,97.0,1161,428,8,24,29
3573,10.3,22.6,6.6,13.6,96.0,1161,430,8,25,29
3574,10.9,22.4,6.6,14.3,97.2,1161,438,8,25,30
3575,,,,15.3,94.6,1161,458,7,25,30
3576,,,,15.8,93.9,1161,438,7,26,30
3577,12.3,22.4,6.6,16.1,89.8,1096,466,7,26,31
3578,12.7,22.4,6.6,15.7,93.4,1161,461,7,26,31
3579,12.9,22.6,6.6,15.8,94.2,1161,462,7,26,31
3580,12.9,22.4,6.6,15.2,96.0,967,518,7,26,31
3581,,,,13.9,97.1,645,530,7,26,31
3582,12.5,21.9,6.6,12.7,97.5,387,594,7,26,31
3583,12.3,21.8,6.6,11.5,99.1,193,656,7,26,31
3584,11.7,21.7,6.6,10.2,99.4,129,725,7,25,30
3585,,,,8.3,98.8,0,422,8,25,30
3586,10.9,21.5,6.6,7.3,98.9,0,409,8,25,29
3587,,,,6.5,98.7,0,417,8,25,29
3588,9.9,21.2,6.7,6.0,98.9,0,450,8,25,29
3589,9.6,21.2,6.7,5.4,98.9,0,438,8,24,29
3590,9.2,21.4,6.7,5.2,99.1,0,459,8,24,28
3591,8.8,21.3,6.6,4.8,99.1,0,477,8,24,28
3592,8.6,21.2,6.7,4.4,99.1,0,435,8,24,28
3593,8.2,21.3,6.7,4.1,99.0,0,437,8,24,28
3594,8.0,21.1,6.7,3.9,99.0,0,511,8,24,28
3595,,,,3.6,99.1,0,473,8,23,27
3596,7.7,21.2,6.7,3.3,99.1,0,478,9,23,27
3597,7.4,21.1,6.7,3.0,99.1,0,472,8,23,27
3598,,,,3.0,99.3,0,463,9,23,27
3599,,,,2.7,99.0,0,465,8,24,28
3600,,,,2.8,99.5,0,454,9,23,27
3601,6.7,21.3,6.6,3.0,99.7,0,484,9,23,27
3602,,,,3.6,99.9,0,481,9,23,27
3603,6.7,21.3,6.7,4.1,99.9,0,450,9,23,27
3604,,,,4.2,99.9,0,486,8,23,28
3605,6.8,21.3,6.7,4.5,99.9,0,569,9,23,27
3606,6.9,21.5,6.7,4.7,99.9,0,518,9,23,27
3607,7.0,21.3,6.7,4.8,99.9,0,511,9,23,27
3608,7.0,21.4,6.6,4.9,99.9,0,481,9,23,27
3609,7.0,21.5,6.5,5.0,99.9,0,538,9,23,27
3610,7.0,21.4,6.7,5.1,99.9,0,466,8,23,27
3611,7.1,21.5,6.7,5.4,99.9,64,492,8,24,28
3612,,,,5.6,99.9,129,482,8,23,28
3613,7.2,21.4,6.7,5.8,99.9,193,482,9,23,27
3614,7.4,21.4,6.7,6.0,99.9,193,497,8,23,27
3615,7.4,21.5,6.7,6.1,99.9,193,434,8,23,28
3616,7.6,21.7,6.6,6.7,99.9,258,444,8,24,28
3617,7.8,21.7,6.6,7.5,99.9,451,478,8,24,28
3618,7.9,21.6,6.7,8.0,99.9,580,483,8,24,28
3619,8.5,21.7,6.6,8.3,99.9,387,494,8,24,28
3620,8.2,21.7,6.7,8.4,99.9,709,474,8,24,28
3621,,,,9.6,98.7,709,446,8,24,28
3622,,,,10.0,98.8,645,500,8,24,29
3623,9.0,21.9,6.5,9.6,99.1,451,521,8,24,29
3624,9.0,21.9,6.6,9.2,98.8,193,481,8,24,29
3625,,,,9.1,98.8,193,483,8,24,29
3626,,,,8.5,98.3,129,417,8,24,29
3627,,,,8.3,98.8,64,419,8,24,28
3628,9.0,21.8,6.7,8.2,99.6,129,466,8,24,29
3629,9.0,21.7,6.6,7.9,99.9,0,525,8,24,28
3630,9.0,21.7,6.7,7.5,99.9,0,508,8,24,28
3631,8.8,21.7,6.6,7.4,99.9,0,499,8,24,28
3632,,,,7.1,99.9,0,474,8,24,28
3633,8.6,21.7,6.7,7.0,99.9,0,506,8,24,28
3634,8.6,21.6,6.7,6.9,99.9,0,507,8,24,28
3635,8.5,21.7,6.7,6.7,99.9,0,503,8,24,28
3636,8.6,21.8,6.6,6.6,99.9,0,507,8,24,28
3637,8.5,21.8,6.6,6.6,99.9,0,522,8,24,28
3638,,,,6.5,99.9,0,467,8,24,28
3639,8.5,21.6,6.7,6.5,99.9,0,492,8,24,28
3640,8.3,21.8,6.7,6.4,99.9,0,539,8,24,28
3641,8.3,21.6,6.6,6.4,99.9,0,494,8,24,28
3642,8.2,21.6,6.7,6.2,99.9,0,489,8,24,28
3643,7.7,21.7,6.7,6.2,99.9,0,474,8,24,28
3644,7.8,21.5,6.7,6.2,99.9,0,483,8,24,28
3645,8.2,21.7,6.7,5.8,99.9,0,467,8,24,28
3646,8.1,21.6,6.7,4.8,99.8,0,489,8,24,28
3647,7.9,21.6,6.7,4.7,99.9,0,571,8,24,28
3648,7.8,21.5,6.7,5.4,99.9,0,512,9,23,27
3649,7.8,21.7,6.7,5.5,99.9,0,493,8,24,28
3650,7.8,21.7,6.7,5.6,99.9,0,517,8,24,28
3651,7.8,21.8,6.6,6.0,99.9,193,531,8,23,28
3652,,,,6.5,99.9,193,516,8,24,28
3653,,,,7.1,99.9,322,490,8,24,28
3654,,,,7.7,99.9,451,558,8,24,28
3655,8.4,21.9,6.6,8.3,99.9,580,490,8,24,28
3656,8.5,22.0,6.7,9.0,99.9,645,566,8,24,28
3657,8.8,22.0,6.7,9.5,99.4,645,508,8,24,28
3658,9.0,22.1,6.7,10.0,98.6,838,456,8,24,28
3659,11.5,22.0,6.5,10.7,98.7,903,491,8,24,29
3660,9.7,22.0,6.5,11.1,97.7,903,459,8,24,29
3661,9.8,22.0,6.6,11.7,97.5,967,448,8,25,29
3662,10.2,22.1,6.7,12.5,95.9,1161,437,8,25,29
3663,10.5,22.4,6.6,13.3,93.8,1032,446,8,25,29
3664,10.9,22.1,6.7,13.6,95.3,1096,440,8,25,30
3665,11.2,22.5,6.7,14.0,94.5,967,490,7,25,30
3666,11.6,22.4,6.6,14.6,93.2,774,498,7,25,30
3667,11.7,22.4,6.6,13.7,96.4,838,502,7,25,30
3668,11.9,22.2,6.7,13.5,97.7,838,555,7,25,30
3669,11.8,22.1,6.6,12.1,98.2,451,535,7,26,30
3670,11.7,22.0,6.6,11.1,99.2,193,586,8,25,30
3671,7.3,21.6,6.6,8.8,99.2,0,488,8,25,30
3672,10.9,21.7,6.7,7.3,98.8,0,457,8,25,29
3673,10.5,21.6,6.7,6.7,99.3,0,450,8,25,29
3674,10.1,21.7,6.6,6.1,99.1,0,445,8,24,29
3675,9.8,21.7,6.7,6.3,99.9,0,468,8,24,29
3676,9.7,21.7,6.6,6.7,99.9,0,470,8,24,28
3677,9.7,21.6,6.7,6.6,99.9,0,509,8,24,29
3678,9.6,21.7,6.7,6.5,99.9,0,482,8,24,28
3679,9.4,21.5,6.7,6.4,99.9,0,498,8,24,28
3680,9.4,21.5,6.7,6.3,99.9,0,490,8,24,28
3681,9.2,21.7,6.7,6.4,99.9,0,518,8,24,28
3682,8.5,21.7,6.5,6.3,99.9,0,500,8,24,28
3683,9.0,21.6,6.7,6.0,99.9,0,479,8,24,28
3684,9.0,21.7,6.7,5.7,99.9,0,467,8,24,28
3685,8.8,21.7,6.5,5.3,99.8,0,457,8,24,28
3686,8.8,21.6,6.7,5.2,99.9,0,452,8,24,28
3687,8.7,21.7,6.7,5.2,99.9,0,460,8,24,28
3688,8.5,21.6,6.6,5.0,99.9,0,447,8,23,27
3689,7.9,21.5,6.6,4.9,99.9,0,446,8,23,27
3690,8.3,21.6,6.7,4.5,99.7,0,450,8,24,28
3691,8.2,21.5,6.6,4.0,99.4,0,452,8,23,27
3692,8.1,21.6,6.7,3.7,99.4,0,459,8,24,28
3693,7.7,21.5,6.7,2.8,99.0,0,464,9,23,27
3694,7.5,21.5,6.7,2.4,99.0,0,448,9,23,27
3695,7.3,21.3,6.7,2.8,99.6,129,449,9,23,27
3696,7.3,21.3,6.7,3.6,99.9,258,465,9,23,27
3697,7.6,21.6,6.7,6.8,99.9,645,478,8,23,27
3698,7.9,21.7,6.7,8.4,99.9,838,488,8,23,27
3699,,,,10.1,99.1,1032,461,8,24,28
3700,8.8,22.0,6.7,11.1,96.0,967,432,8,24,28
3701,9.4,22.1,6.6,12.0,92.6,1161,433,8,24,28
3702,9.9,22.2,6.7,12.8,97.4,1161,461,8,25,29
3703,,,,13.2,93.7,1161,434,8,25,29
3704,11.0,22.6,6.6,13.9,92.9,1290,421,8,25,29
3705,11.4,22.4,6.7,14.4,97.7,1161,451,7,25,30
3706,11.7,22.4,6.7,14.3,91.8,1032,458,7,26,30
3707,11.9,22.4,6.6,14.9,94.5,1290,463,7,25,30
3708,,,,15.2,92.6,1290,428,7,26,31
3709,,,,14.4,97.3,645,457,7,26,30
3710,12.7,22.4,6.6,15.0,94.9,1161,459,7,26,31
3711,12.9,22.5,6.6,14.0,89.8,838,447,7,26,31
3712,12.7,22.1,6.6,12.9,97.2,709,505,7,26,30
3713,12.7,22.0,6.6,11.8,96.9,580,475,7,26,31
3714,,,,10.6,96.2,258,538,7,25,30
3715,,,,9.0,92.0,64,510,7,25,30
3716,11.6,21.7,6.7,7.3,83.0,0,449,8,25,29
3717,11.2,21.5,6.6,6.4,88.6,0,424,8,24,29
3718,10.8,21.5,6.7,6.1,92.7,0,468,8,25,29
3719,10.5,21.5,6.7,5.4,92.5,0,461,8,25,29
3720,10.1,21.5,6.7,5.1,96.5,0,457,8,24,29
3721,,,,5.0,97.8,0,496,8,24,28
3722,,,,4.7,95.1,0,468,8,24,28
3723,9.5,21.5,6.7,4.6,95.0,0,462,8,24,28
3724,9.3,21.3,6.7,4.2,97.5,0,453,8,24,28
3725,8.9,21.4,6.7,3.7,94.4,0,453,8,24,28
3726,8.8,21.2,6.7,3.6,98.2,0,495,8,24,28
3727,8.6,21.3,6.6,3.3,96.9,0,470,8,23,27
3728,8.5,21.5,6.7,2.9,97.9,0,489,8,23,28
3729,8.0,21.4,6.7,2.5,97.9,0,475,9,23,27
3730,,,,2.4,98.4,0,472,9,23,27
3731,7.7,21.2,6.7,2.5,97.1,0,434,9,23,27
3732,7.7,21.2,6.7,3.2,97.8,0,473,9,23,27
3733,7.7,21.5,6.7,3.5,99.4,0,515,9,23,27
3734,7.3,21.3,6.7,2.3,96.9,0,496,9,23,27
3735,7.5,21.5,6.7,3.0,98.8,0,462,9,23,27
3736,7.5,21.4,6.6,2.9,99.1,0,515,9,23,27
3737,7.4,21.5,6.7,2.6,98.4,0,456,9,23,27
3738,7.4,21.3,6.7,2.8,97.4,0,465,9,23,27
3739,7.3,21.5,6.7,3.2,99.0,129,460,9,23,27
3740,7.4,21.5,6.7,4.4,99.8,193,511,9,23,27
3741,7.5,21.7,6.7,4.8,99.4,193,490,9,23,27
3742,7.7,21.6,6.6,5.1,99.1,193,486,9,23,27
3743,7.8,21.7,6.7,5.3,95.9,322,485,8,23,27
3744,7.9,21.6,6.6,5.8,95.8,451,489,9,23,27
3745,8.2,21.9,6.6,6.3,91.5,516,452,9,23,27
3746,8.6,21.9,6.6,7.5,89.9,838,439,8,24,28
3747,8.8,21.9,6.7,8.1,93.8,838,440,8,24,28
3748,9.0,22.0,6.7,8.6,94.3,838,449,8,24,28
3749,9.3,21.9,6.7,9.3,94.7,1161,427,8,24,28
3750,,,,10.3,84.4,1483,426,8,24,28
3751,10.0,22.0,6.7,11.2,86.8,1483,426,8,24,29
3752,10.4,22.1,6.6,11.5,75.5,1354,417,8,24,29
3753,10.7,22.4,6.7,12.4,73.0,1612,416,8,25,29
3754,,,,12.7,74.0,1548,425,8,25,29
3755,11.3,22.2,6.7,11.8,91.1,838,429,8,25,30
3756,,,,11.2,91.5,645,463,8,25,30
3757,11.5,21.9,6.7,10.8,90.9,580,495,8,25,30
3758,11.3,22.0,6.7,9.9,95.7,322,524,8,25,29
3759,9.7,21.6,6.7,8.8,94.2,193,551,8,25,29
3760,10.9,21.8,6.7,7.5,91.9,0,458,8,25,29
3761,10.5,21.7,6.7,6.3,92.8,0,421,8,25,29
3762,10.1,21.6,6.7,5.8,95.6,0,456,8,24,29
3763,9.9,21.6,6.7,5.4,97.1,0,439,8,24,28
3764,9.5,21.4,6.7,5.0,96.6,0,460,8,24,28
3765,,,,4.6,97.2,0,479,8,24,28
3766,,,,4.2,97.0,0,473,8,24,28
3767,,,,4.0,98.4,0,477,8,24,28
3768,7.7,21.3,6.7,3.7,96.4,0,450,8,24,28
3769,8.4,21.3,6.7,3.7,98.6,0,488,8,23,28
3770,8.3,21.5,6.7,3.2,97.5,0,448,8,23,27
3771,8.2,21.2,6.7,3.3,98.5,0,498,9,23,27
3772,8.1,21.3,6.7,2.8,98.0,0,475,8,23,27
3773,7.9,21.5,6.7,2.8,97.9,0,446,9,23,27
3774,7.7,21.3,6.7,2.8,98.8,0,505,9,23,27
3775,7.6,21.2,6.7,2.3,98.2,0,488,9,23,27
3776,7.5,21.3,6.7,2.2,98.5,0,509,9,23,27
3777,7.4,21.7,6.7,1.8,97.7,0,506,9,23,27
3778,7.2,21.4,6.7,1.7,97.9,0,523,9,23,27
3779,6.9,21.2,6.7,1.4,96.9,0,462,9,23,27
3780,7.1,21.5,6.7,1.8,98.7,0,516,9,23,27
3781,7.0,21.4,6.7,1.6,98.8,0,507,9,23,27
3782,6.9,21.2,6.7,2.1,98.9,193,470,9,23,27
3783,6.9,21.5,6.7,2.9,98.6,516,458,9,23,27
3784,7.1,21.7,6.7,4.8,98.4,967,442,9,23,27
3785,7.7,21.6,6.7,6.3,95.5,580,451,9,23,27
3786,,,,7.0,98.9,967,463,9,23,27
3787,8.4,21.8,6.5,8.7,98.3,967,449,8,23,28
3788,8.8,21.9,6.7,9.0,89.1,903,426,8,24,28
3789,9.2,21.9,6.7,9.2,85.4,709,414,8,24,28
3790,9.3,21.9,6.7,9.1,87.5,0,418,8,24,28
3791,9.5,22.0,6.6,8.9,89.0,451,447,8,24,28
3792,9.5,21.8,6.7,9.0,84.9,580,425,8,24,28
3793,9.6,21.8,6.7,9.0,86.3,516,427,8,24,28
3794,9.7,21.9,6.7,8.9,90.8,451,430,8,24,29
3795,9.7,22.0,6.7,9.2,94.7,580,461,8,24,28
3796,,,,9.4,91.2,516,467,8,24,29
3797,,,,9.3,95.0,322,482,8,24,29
3798,10.0,22.1,6.7,9.8,99.0,451,539,8,24,29
3799,10.2,22.1,6.7,9.8,97.7,387,544,8,24,29
3800,10.3,21.7,6.7,8.9,96.3,193,644,8,24,29
3801,10.3,21.7,6.7,7.8,98.7,64,707,8,24,29
3802,10.1,21.7,6.7,6.4,97.0,0,479,8,24,29
3803,9.7,21.5,6.7,5.4,97.1,0,457,8,24,28
3804,8.9,21.5,6.6,4.9,98.8,0,468,8,24,28
3805,9.1,21.5,6.6,4.4,98.6,0,501,8,23,27
3806,8.7,21.5,6.7,3.9,98.6,0,441,8,23,28
3807,8.5,21.4,6.7,3.6,97.8,0,450,8,24,28
3808,8.4,21.4,6.7,3.7,98.6,0,434,8,23,28
3809,8.3,21.5,6.7,3.3,98.7,0,485,8,23,27
3810,8.0,21.5,6.7,3.2,99.0,0,494,8,23,27
3811,7.9,21.5,6.6,3.2,98.7,0,482,9,23,27
3812,7.8,21.5,6.7,3.2,99.7,0,512,9,23,27
3813,7.8,21.5,6.7,2.8,98.6,0,547,9,23,27
3814,7.7,21.4,6.7,2.8,99.1,0,518,9,23,27
3815,7.4,21.5,6.7,2.6,99.5,0,534,9,23,27
3816,7.4,21.2,6.7,2.6,99.3,0,521,9,23,27
3817,7.2,21.2,6.7,2.2,98.4,0,480,9,23,27
3818,,,,1.8,97.6,0,521,9,23,27
3819,,,,2.3,99.4,0,506,9,23,27
3820,10.4,21.7,6.6,1.8,98.3,0,490,9,23,27
3821,7.0,21.4,6.7,2.1,99.5,0,530,9,23,27
3822,7.0,21.2,6.7,1.9,98.8,0,524,9,23,27
3823,6.9,21.5,6.6,2.0,98.7,129,515,9,23,26
3824,6.8,21.5,6.7,2.6,99.1,258,468,9,23,27
3825,7.0,21.4,6.7,3.8,99.5,322,458,9,23,27
3826,7.4,21.6,6.6,4.7,99.3,709,458,9,23,27
3827,7.7,21.9,6.7,7.6,97.4,967,449,9,23,27
3828,8.1,21.8,6.6,8.8,94.0,1161,434,8,23,27
3829,8.8,21.9,6.7,10.5,97.8,1290,442,8,24,28
3830,9.4,22.0,6.7,11.4,91.3,1290,432,8,24,28
3831,9.9,22.1,6.7,12.9,97.2,1419,428,8,24,29
3832,10.5,22.3,6.6,14.0,98.4,1327,429,8,25,29
3833,11.2,22.4,6.6,14.2,87.1,1419,426,8,25,30
3834,11.8,22.6,6.6,15.2,89.5,1419,428,7,25,30
3835,10.2,21.6,6.6,15.9,88.3,1354,435,7,26,31
3836,12.9,22.6,6.6,15.2,85.8,1290,431,7,26,31
3837,13.3,22.7,6.6,15.0,87.1,1290,429,7,26,31
3838,13.6,22.5,6.6,15.2,85.6,1290,428,7,26,31
3839,13.8,22.6,6.6,15.1,86.7,1161,441,7,26,31
3840,13.8,22.6,6.6,14.5,88.5,903,462,7,26,31
3841,13.8,22.1,6.6,13.3,90.5,516,456,7,26,31
3842,13.5,22.1,6.6,12.5,94.6,451,514,7,26,31
3843,13.2,21.9,6.6,11.3,96.2,193,584,7,26,31
3844,12.9,21.8,6.5,9.8,94.4,0,479,7,26,30
3845,12.5,21.5,6.7,8.5,93.2,0,427,8,25,30
3846,12.2,21.5,6.7,8.1,90.0,0,455,8,25,29
3847,11.7,21.6,6.7,7.5,92.8,0,446,8,25,30
3848,11.5,21.5,6.7,7.1,97.4,0,481,8,25,30
3849,11.2,21.4,6.7,6.9,93.7,0,462,8,25,29
3850,10.9,21.5,6.7,6.5,95.9,0,496,8,24,29
3851,10.8,21.5,6.5,6.4,96.9,0,499,8,24,29
3852,10.6,21.4,6.7,5.4,95.2,0,450,8,24,29
3853,10.3,21.4,6.7,5.3,94.6,0,470,8,24,28
3854,10.2,21.5,6.7,5.7,97.0,0,517,8,24,28
3855,10.0,21.3,6.7,5.8,96.2,0,488,8,24,28
3856,9.9,21.4,6.7,5.4,97.3,0,507,8,24,28
3857,9.7,21.5,6.5,5.6,98.1,0,512,8,24,28
3858,9.6,21.5,6.7,5.6,97.5,0,494,8,24,28
3859,9.6,21.5,6.7,5.5,98.2,0,533,8,24,28
3860,9.5,21.5,6.7,5.5,98.9,0,540,8,24,28
3861,10.8,21.9,6.5,5.2,98.7,0,535,8,24,28
3862,9.4,21.5,6.7,4.9,98.3,0,534,8,24,28
3863,9.2,21.2,6.7,5.0,98.6,0,507,8,24,28
3864,9.1,21.3,6.7,4.5,97.2,0,498,8,24,28
3865,9.0,21.3,6.6,4.4,98.7,0,494,8,24,28
3866,8.9,21.3,6.7,4.1,98.5,0,483,8,23,28
3867,8.7,21.3,6.7,4.1,98.8,0,485,8,23,27
3868,8.6,21.3,6.7,3.2,97.5,0,483,9,23,27
3869,8.5,21.5,6.7,3.8,99.2,193,489,9,23,27
3870,8.4,21.3,6.7,4.9,99.6,451,471,8,23,27
3871,8.5,21.4,6.6,6.8,98.9,709,518,9,23,27
3872,10.7,21.7,6.6,7.4,98.8,516,505,8,24,28
3873,9.1,21.5,6.5,7.7,99.6,516,531,8,24,28
3874,9.4,21.7,6.6,8.1,98.2,516,529,8,24,28
3875,9.6,21.6,6.5,8.2,91.9,516,436,8,24,28
3876,9.7,21.9,6.6,8.8,97.4,709,436,8,24,28
3877,9.9,21.9,6.6,9.2,91.7,838,447,8,24,29
3878,10.2,21.7,6.6,9.3,94.0,709,483,8,24,29
3879,10.3,21.9,6.6,9.6,92.1,709,506,8,24,29
3880,10.6,22.0,6.6,9.6,95.7,322,469,8,24,29
3881,10.7,21.9,6.6,8.9,95.8,258,520,8,25,29
3882,10.6,21.6,6.4,8.6,97.8,193,569,8,24,29
3883,10.7,21.7,6.6,8.8,94.0,322,525,8,24,29
3884,10.7,21.7,6.6,9.0,85.5,258,446,8,24,29
3885,10.7,21.7,6.5,8.7,95.0,193,473,8,24,29
3886,10.3,21.7,6.5,8.8,98.3,193,509,8,24,29
3887,10.7,21.8,6.6,8.6,99.0,64,582,8,24,29
3888,10.8,21.7,6.6,8.3,98.2,0,517,8,24,29
3889,10.3,21.6,6.6,8.1,98.4,0,514,8,24,29
3890,10.6,21.7,6.5,7.8,97.5,0,510,8,24,29
3891,10.5,21.7,6.6,7.6,96.1,0,489,8,24,29
3892,10.5,21.5,6.6,7.8,99.4,0,574,8,24,29
3893,10.4,21.6,6.6,7.6,98.8,0,527,8,24,29
3894,10.5,21.7,6.5,7.4,97.4,0,504,8,24,29
3895,10.2,21.5,6.6,7.4,99.1,0,516,8,24,28
3896,10.2,21.7,6.6,7.3,98.8,0,520,8,24,28
3897,10.2,21.6,6.6,7.2,97.8,0,500,8,24,28
3898,10.2,21.5,6.6,7.1,98.5,0,509,8,24,28
3899,10.2,21.5,6.6,7.1,98.7,0,565,8,24,28
3900,10.1,21.8,6.6,7.1,99.6,0,511,8,24,28
3901,10.1,21.7,6.6,7.1,99.9,0,516,8,24,28
3902,10.1,21.5,6.6,7.1,99.9,0,523,8,24,28
3903,10.0,21.5,6.6,7.1,99.9,0,486,8,24,28
3904,10.2,21.6,6.6,7.1,99.9,0,500,8,24,28
3905,10.0,21.8,6.6,7.1,99.9,0,509,8,24,28
3906,10.0,21.6,6.6,7.1,99.9,0,463,8,24,28
3907,10.1,21.6,6.6,7.1,99.9,0,516,8,24,28
3908,10.0,21.9,6.6,7.2,99.9,0,538,8,24,28
3909,10.1,21.9,6.6,7.1,99.9,0,524,8,24,28
3910,10.0,21.7,6.6,7.3,99.9,129,535,8,24,28
3911,10.0,21.7,6.4,7.7,99.9,258,585,8,24,28
3912,10.2,21.9,6.5,8.1,99.9,580,663,8,24,28
3913,10.2,21.8,6.6,8.5,99.9,516,779,8,24,29
3914,11.6,22.1,6.6,9.3,99.9,709,578,8,24,29
3915,10.7,21.9,6.6,9.9,99.9,903,464,8,25,29
3916,10.9,21.9,6.6,10.6,99.9,1354,484,8,25,29
3917,11.3,22.2,6.5,11.8,99.9,1290,538,8,25,29
3918,12.0,22.1,6.6,12.7,99.9,1677,503,8,25,30
3919,,,,13.3,99.9,1096,507,8,25,29
3920,12.5,22.1,6.6,12.9,99.9,1096,508,7,26,30
3921,12.8,22.3,6.4,14.9,99.9,1290,488,7,26,30
3922,13.2,22.5,6.6,15.0,99.9,1419,460,7,26,31
3923,,,,14.7,99.9,1354,454,7,26,31
3924,13.7,22.2,6.5,13.9,99.9,1290,480,7,26,30
3925,,,,13.5,99.8,516,502,7,26,31
3926,13.6,22.2,6.6,12.1,99.2,64,534,7,26,31
3927,13.5,22.1,6.6,11.1,99.7,0,566,7,26,31
3928,,,,10.4,99.8,0,480,7,26,30
3929,12.9,21.9,6.6,10.0,99.9,64,547,7,26,30
3930,12.8,21.7,6.6,9.2,99.8,0,451,8,25,29
3931,,,,8.5,99.5,0,473,8,25,30
3932,12.3,21.6,6.6,7.9,99.0,0,476,8,25,30
3933,12.1,21.6,6.6,7.8,99.6,0,500,8,25,29
3934,11.7,21.6,6.6,7.3,99.4,0,458,8,25,29
3935,,,,7.3,99.4,0,511,8,25,29
3936,,,,7.0,99.5,0,516,8,25,29
3937,9.9,21.6,6.4,6.8,99.6,0,497,8,24,29
3938,11.2,21.5,6.6,6.6,99.7,0,500,8,24,29
3939,10.2,21.6,6.6,6.2,99.7,0,501,8,24,29
3940,10.9,21.5,6.5,5.5,99.0,0,489,8,24,29
3941,10.6,21.6,6.6,5.3,99.3,0,453,8,24,28
3942,10.5,21.6,6.5,5.3,99.5,0,459,8,24,28
3943,10.3,21.6,6.6,5.2,99.5,0,476,8,24,28
3944,10.0,21.6,6.6,4.7,99.3,0,447,8,24,28
3945,9.8,21.5,6.6,4.7,99.6,0,498,8,24,28
3946,9.8,21.5,6.6,4.9,99.7,0,486,8,24,28
3947,9.8,21.6,6.6,5.7,99.9,0,595,8,24,28
3948,9.7,21.7,6.6,6.1,99.9,0,511,8,24,28
3949,9.8,21.5,6.5,6.3,99.9,0,541,8,24,28
3950,9.8,21.6,6.6,6.4,99.9,0,673,8,23,28
3951,9.9,21.7,6.6,6.4,99.9,0,527,8,24,28
3952,9.9,21.6,6.6,6.5,99.9,0,564,8,24,28
3953,9.9,21.8,6.6,6.5,99.9,0,588,8,24,28
3954,9.9,21.6,6.6,6.6,99.9,0,641,8,24,28
3955,10.0,21.8,6.6,6.8,99.9,64,572,8,24,28
3956,10.0,21.7,6.6,6.9,99.9,129,580,8,24,28
3957,10.1,21.7,6.6,7.1,99.9,193,548,8,24,28
3958,10.6,21.6,6.4,7.5,99.9,451,508,8,24,28
3959,10.3,21.9,6.6,8.0,99.9,645,498,8,24,28
3960,11.3,21.7,6.6,8.4,99.9,774,518,8,24,29
3961,10.5,21.9,6.4,9.5,99.9,1161,497,8,24,29
3962,10.8,22.1,6.6,10.0,99.9,1096,493,8,24,29
3963,11.2,22.1,6.6,11.1,99.9,1161,523,8,25,29
3964,11.4,22.1,6.4,10.5,99.9,838,446,8,25,29
3965,11.5,22.1,6.5,10.7,99.9,838,446,8,25,29
3966,11.8,22.2,6.5,11.8,99.9,1483,469,8,25,30
3967,12.2,22.3,6.6,12.2,98.7,1290,418,8,25,30
3968,12.6,22.5,6.5,11.9,96.6,774,402,7,25,30
3969,12.8,22.3,6.6,12.4,96.2,1612,407,7,25,30
3970,12.9,22.3,6.5,12.7,95.0,1419,395,7,26,31
3971,13.1,22.3,6.5,12.7,97.7,1225,400,7,26,30
3972,13.2,22.3,6.5,12.3,96.1,838,417,7,26,30
3973,13.2,22.3,6.5,11.3,97.1,516,437,7,26,31
3974,13.1,22.1,6.5,10.6,98.5,258,448,7,25,30
3975,12.8,21.9,6.5,9.7,96.9,129,409,7,25,30
3976,12.6,21.9,6.6,8.8,98.8,0,465,7,25,30
3977,12.3,21.9,6.6,8.2,99.2,0,474,8,25,30
3978,12.1,21.8,6.4,7.7,99.1,0,454,8,25,29
3979,11.9,21.8,6.5,7.3,99.2,0,515,8,25,29
3980,11.7,21.7,6.6,7.2,99.6,0,466,8,25,29
3981,11.5,21.7,6.6,6.8,99.2,0,449,8,25,29
3982,11.1,21.5,6.6,6.2,99.2,0,498,8,24,29
3983,11.0,21.5,6.6,6.2,99.6,0,561,8,24,29
3984,10.8,21.7,6.5,5.9,99.5,0,520,8,24,29
3985,10.7,21.7,6.6,5.7,99.1,0,495,8,25,29
3986,10.2,21.5,6.4,5.3,99.5,0,524,8,24,28
3987,10.2,21.7,6.5,5.0,99.5,0,490,8,24,28
3988,10.0,21.6,6.6,5.0,99.7,0,504,8,24,29
3989,9.8,21.6,6.6,4.6,99.0,0,598,8,24,28
3990,9.7,21.7,6.6,4.4,99.1,0,463,8,24,28
